trade_date,Banking,RealEstate,SteelMaterials,Technology,ConsumerStaples,ConsumerDiscretionary,Energy,IndustrialLogistics,Healthcare,Utilities
2024-01-03,0.015050081230039666,0.005502480667965992,0.018091555212196592,0.021162270184028237,0.005842130578972722,0.028805425797939172,0.007416597202456836,0.016077775045997722,0.022903293011952597,0.007548992578826574
2024-01-04,0.016563775477936787,0.0011720396203677523,-0.004723250872967766,-0.004068303216644568,-0.0017554574239442289,-0.01075571107248278,0.003905805883839486,-0.005319806990250031,0.0009335420278613338,0.002802742194917792
2024-01-05,0.012299554105559421,-0.003161630226951521,-0.0008943501379703825,-0.00950163048150395,-0.004537022307161613,0.003950389823932772,-0.0005516823099844803,-0.003430202007714193,0.005219600826366004,-0.0093828636539142
2024-01-08,0.022850158354184764,0.012827210684435894,-0.002983023594959463,-0.009830272144105331,-0.008210556261657046,0.0051653124833441755,-0.006083866316508739,-0.0007431390472468768,0.0024217339032153915,0.0006895431461008868
2024-01-09,0.006294032100639761,-0.010936652993829177,-0.012079379443870017,-0.0031557518359397094,-0.005747128112276734,-0.004386480630864886,-0.017489567960786895,0.00808103274697928,0.0025905311619597304,-0.0026951846879869437
2024-01-10,0.02740921392878337,-0.007474745447881366,-0.014209898463116563,-0.010235614949508828,-0.006716565927715708,-0.005800461280345763,0.0027377547999902774,0.0031795859596594664,-0.011931893776674474,0.0021600828757072366
2024-01-11,-0.007059615710892493,-0.006266731788497459,0.01362491673686006,-0.00296236228261589,0.00469361533582624,0.00013947258087369333,0.008553093800596804,-0.004213753478116218,0.006224702293344597,0.019461514308782697
2024-01-12,-0.0003059933226146801,-0.021177395358496942,-0.012312152781526198,-0.010302425835546266,-0.011566052259511461,-0.008385056944198332,-0.009870094914738262,-0.01361048603303631,-0.0018873770894075232,-0.012051328632447733
2024-01-15,0.00806502979648116,0.0026563151597351156,-0.002827582120183562,0.001302184778147512,-0.0006896209458599293,0.005947218070960584,0.0048242218977382345,-0.006758330791278115,-0.0017173552863695523,-0.0032993668876563445
2024-01-16,0.002175558077941675,0.016672573801556883,0.051506675143038784,0.011245135159169731,0.009622539627867669,0.02573467689391329,0.0028315352820503423,0.001610035677004536,0.0017405026599201328,0.00910974727938411
2024-01-17,0.0002705483243142422,-0.014733705049191359,-0.006736747433614336,-0.00543200841937382,-0.0054364127468698635,0.007083649607569575,-0.0030478560716606187,0.012006497420088413,-0.008625088204961254,0.00015128000361626834
2024-01-18,0.009191907371376281,0.013636780152177804,0.003924803932398098,-0.004543244911020687,0.0025316768790613065,0.011552678833512001,-0.002275080095432943,-0.0049061077724862345,0.016724549549039718,-0.005486632883443347
2024-01-19,0.033554111708372636,0.0006157192051928773,-0.0021878267418139843,0.007985577554321388,0.014904827937778734,-0.0015256270927757054,0.00955326459067174,0.003770989188234782,0.0016926537528910341,0.007699396086618071
2024-01-22,-0.0020313832195168655,0.017647795187327064,0.017558996224954788,0.006482007316299591,-0.0017294274911563805,-0.0023811285571525564,-0.003980202785986616,-0.005542682607578842,-0.0037945465654461255,0.001852751407633561
2024-01-23,-0.009005965722610365,-0.01233229872290161,-0.0037626865760341057,-0.00649957879169664,-0.007135308476399094,-0.0016835634374223751,0.00805208283229819,0.00936720359339227,0.001250902472498076,0.0008773807719218615
2024-01-24,-0.006974241464629327,-0.004295047714063749,-0.004417874995672551,-0.005652148199450109,-0.00839937462936006,-0.01492032785029355,-0.005677023835603756,0.0020786875212624643,-0.001903493517915707,-0.00638499477595796
2024-01-25,-0.0031971655090161644,-0.007807568025007594,0.008340617715617707,-0.0013864434360335576,-0.007247517060209652,0.01514680927984872,-0.004982811739811632,0.011003674009612588,0.00015642601278346527,-0.004223575575402909
2024-01-26,0.007957979817470632,-0.0008222331853313669,0.010200785091621256,0.0075801331396687655,-0.013078547020903867,-0.005277278898086528,0.00033639065852612376,0.012682567843246137,-0.01058915859929573,-3.129033559245986e-05
2024-01-29,-0.00247403811654745,-0.006615795806919918,-0.022435094571377046,-5.211520807835157e-05,0.0025305718526896412,0.0038910147813601506,0.007493735838738469,-0.010604524418233416,-0.013000338194540348,-0.0002313175427551828
2024-01-30,-0.0035104686876284616,0.00283310011070285,0.007639604999488014,-0.0001794773421053275,-0.0020209521635625727,0.009997076737773133,0.0039198846601606885,0.006975458390182025,0.0015529284288091638,0.01347546869178747
2024-01-31,-0.020646488026401493,-0.0005068657375443264,-0.017096762479972345,0.009453737736631421,-0.013278608883529644,-0.008003675945925326,-0.010621220247847915,0.010254061209228227,-0.006616974707164973,-0.012195591447759169
2024-02-01,0.006618981059618223,-0.0034337082180219878,-0.0016571459003305034,0.02776347262685112,0.013215172896853996,0.014464423438081372,0.00042483139504005213,0.011824713609226581,0.0049806997883203126,-0.003600530604510155
2024-02-02,-0.004260756282014573,0.0039639180596370656,0.0040414232607541845,0.00998815208946254,-0.0018586036393852812,0.011921198669399002,0.0017719851853166269,0.003201982033331441,-0.0018807981419004527,-0.007110757049298829
2024-02-05,0.03448171838157369,0.0011277871427476753,0.004810840681922501,0.004986559039992899,0.00043455949046985093,-0.0021171366214306118,0.004784503945385617,0.025333475354173185,0.0028838674628412684,-0.00046218017239881465
2024-02-06,0.004089787881450794,0.003835879276195553,-0.0002467602617192884,-0.0052325498825122425,-0.0007778872714332419,0.00018180401201058535,0.00972793800227767,0.005263424323495247,0.005871559633027508,0.008530293000360937
2024-02-07,0.01356419966462948,0.008204372312544969,0.0047689162359805986,-0.001555074787256287,0.0034675225243701036,-0.004457091311922364,0.00042735042735042583,0.002824320067156161,0.005545174148942548,0.002373855565135289
2024-02-15,-0.005063599528673857,0.006353186193809757,0.014250486937785523,-0.002110075863211954,0.003439443834613994,0.004913768207483164,0.003447924305114943,-0.004103017433327046,-0.00211566076021145,0.015362328709953502
2024-02-16,-0.0015201528070017585,0.020591010025611405,-0.004076254505377741,0.00037386156198041903,0.016269653561940472,-0.0004950158610567875,0.002774306764202613,0.022229686566810347,-0.0026691495965239787,0.006395693434602112
2024-02-19,0.008778689882200208,0.04263002767296342,0.004564784112864577,0.006098972359342869,0.022078625014469038,-0.0019341180976419903,0.02379143515781627,-0.0005134335545876242,0.016740063081807827,0.027903862352881264
